ph,turbidity,dissolved_oxygen,temperature,rainfall,humidity,population_density,sanitation_index,bacterial_count,ecoli_count,chlorine_level,water_source,region_type,season,previous_cases,disease_risk,waterborne_disease
7.54,1.46,8.29,20.9,81.67,46.44,1871.0,70.03,9.0,6.0,1.476,Groundwater,Urban,Winter,5,Low,Safe for Consumption
6.09,17.21,4.45,27.13,170.52,83.2,50.0,44.4,360.0,32.0,0.582,River,Semi-Urban,Summer,22,Medium,Giardiasis
5.11,31.5,4.45,35.41,607.73,81.98,2232.0,20.86,1397.0,221.0,0.215,Well,Coastal,Summer,51,High,Dysentery
8.97,61.96,3.95,34.28,438.93,80.77,13627.0,40.2,1290.0,121.0,0.22,Well,Rural,Summer,52,High,Dysentery
9.52,39.52,5.28,33.86,326.88,78.74,3720.0,20.59,2156.0,169.0,0.263,Pond,Rural,Monsoon,43,High,Dysentery
8.87,29.33,2.44,33.86,281.17,72.78,4663.0,31.87,1611.0,141.0,0.065,Well,Rural,Summer,48,High,Cryptosporidiosis
8.67,74.55,4.27,34.26,302.82,94.75,4497.0,20.71,1465.0,76.0,0.116,Well,Rural,Monsoon,54,High,Hepatitis E
7.43,1.64,8.86,22.51,48.54,49.92,1721.0,81.4,10.0,0.0,1.886,Groundwater,Semi-Urban,Winter,6,Low,No Disease - Water is Safe
6.84,6.06,6.1,27.3,163.8,64.01,1106.0,65.25,614.0,57.0,0.542,Well,Coastal,Spring,17,Medium,Hepatitis A
8.51,49.46,4.43,32.48,188.69,76.01,4374.0,16.88,1186.0,125.0,0.288,River,Hilly,Monsoon,51,High,E. coli Infection
7.72,1.06,9.76,28.82,71.51,67.21,650.0,69.22,2.0,8.0,1.43,Tap,Urban,Winter,2,Low,Safe for Consumption
8.77,30.29,3.75,32.98,705.28,69.41,18648.0,35.89,1962.0,145.0,0.0,River,Coastal,Monsoon,56,High,E. coli Infection
8.99,73.18,4.2,30.97,408.92,88.33,1033.0,23.78,895.0,116.0,0.145,River,Rural,Summer,39,High,Hepatitis E
5.43,37.18,0.71,33.62,193.68,76.51,5515.0,22.14,1788.0,220.0,0.291,Pond,Hilly,Summer,54,High,Hepatitis E
9.61,44.09,3.83,32.28,159.07,65.84,3702.0,30.54,1030.0,212.0,0.243,Pond,Rural,Monsoon,57,High,Cholera
7.61,2.91,7.67,26.22,13.48,68.8,1572.0,80.17,20.0,3.0,1.557,Lake,Semi-Urban,Spring,3,Low,Safe for Consumption
5.31,31.14,3.18,31.91,321.49,82.99,1566.0,21.94,1397.0,133.0,0.098,Pond,Hilly,Monsoon,46,High,Dysentery
5.34,164.6,3.24,32.71,480.25,77.56,1461.0,24.42,1390.0,164.0,0.066,River,Hilly,Monsoon,58,High,Cholera
5.3,37.04,2.64,32.24,618.17,84.08,1165.0,32.46,1106.0,205.0,0.15,Well,Rural,Summer,52,High,E. coli Infection
5.98,47.08,2.24,36.86,317.33,72.34,1196.0,36.84,2032.0,117.0,0.095,Pond,Rural,Summer,47,High,Cholera
5.77,67.94,3.19,36.11,301.24,92.84,1089.0,19.03,1782.0,139.0,0.305,River,Rural,Monsoon,42,High,Cryptosporidiosis
7.28,8.93,7.97,26.06,15.54,54.28,297.0,76.53,186.0,9.0,1.276,Lake,Semi-Urban,Winter,2,Low,No Disease - Water is Safe
6.61,8.44,5.52,32.36,182.94,82.58,672.0,57.39,424.0,31.0,0.736,River,Semi-Urban,Summer,22,Medium,Giardiasis
5.22,65.23,2.36,35.44,1000.0,71.79,7248.0,4.63,1646.0,60.0,0.106,Pond,Hilly,Summer,52,High,Cryptosporidiosis
7.47,0.51,8.16,20.44,1.99,60.65,1728.0,90.86,25.0,1.0,1.929,Lake,Semi-Urban,Winter,3,Low,No Disease - Water is Safe
5.99,44.58,3.54,31.15,466.09,65.21,11203.0,24.21,1634.0,138.0,0.139,River,Rural,Monsoon,41,High,Cryptosporidiosis
8.67,27.47,3.53,34.03,354.23,79.53,4751.0,12.36,1536.0,102.0,0.231,Pond,Rural,Monsoon,49,High,E. coli Infection
6.81,10.0,6.22,34.16,138.38,73.04,1318.0,51.96,423.0,54.0,0.27,River,Rural,Summer,17,Medium,Diarrhea
5.01,49.4,4.06,32.55,317.57,77.26,3387.0,20.59,1106.0,215.0,0.14,River,Hilly,Monsoon,35,High,Dysentery
7.01,2.1,8.34,25.57,174.36,66.53,144.0,84.91,18.0,3.0,1.483,Lake,Urban,Winter,3,Low,No Disease - Water is Safe
6.24,18.43,6.63,34.18,124.58,68.22,364.0,60.09,368.0,40.0,0.91,Lake,Rural,Spring,22,Medium,Typhoid
4.67,33.92,2.48,35.1,213.94,81.56,5995.0,37.07,1533.0,121.0,0.393,Pond,Hilly,Monsoon,48,High,E. coli Infection
7.05,6.61,6.05,31.94,154.24,76.04,309.0,51.16,508.0,21.0,1.006,Well,Semi-Urban,Summer,17,Medium,Diarrhea
9.64,22.19,4.72,35.24,1000.0,83.58,5783.0,24.5,1590.0,175.0,0.089,Well,Rural,Monsoon,32,High,Cholera
5.89,10.03,6.53,25.46,111.86,72.39,1812.0,51.33,271.0,42.0,0.688,River,Coastal,Spring,17,Medium,Hepatitis A
7.15,19.48,5.1,24.73,171.77,88.12,2984.0,50.68,443.0,57.0,0.269,Well,Semi-Urban,Summer,17,Medium,Diarrhea
8.72,33.71,4.9,31.67,251.36,92.72,15499.0,29.16,2123.0,204.0,0.314,Well,Hilly,Monsoon,49,High,Hepatitis E
5.97,87.03,3.75,35.1,210.37,74.02,3951.0,26.34,1930.0,149.0,0.19,River,Rural,Summer,51,High,E. coli Infection
7.02,3.32,8.74,21.43,89.05,53.03,206.0,81.16,6.0,10.0,1.115,Tap,Semi-Urban,Spring,3,Low,No Disease - Water is Safe
6.8,12.27,7.17,27.21,234.37,92.78,1929.0,75.29,481.0,47.0,0.591,Well,Semi-Urban,Summer,14,Medium,Diarrhea
7.28,2.17,8.03,17.18,15.5,62.27,863.0,77.12,95.0,1.0,1.011,Tap,Semi-Urban,Winter,4,Low,No Disease - Water is Safe
9.39,95.42,3.92,32.58,363.17,81.76,3541.0,14.53,941.0,138.0,0.072,Well,Rural,Monsoon,49,High,Cholera
6.86,5.41,7.15,26.71,16.97,61.4,2755.0,73.84,120.0,15.0,1.351,Lake,Semi-Urban,Winter,3,Low,Safe for Consumption
5.48,81.54,3.65,28.8,586.77,91.05,6756.0,28.56,519.0,184.0,0.186,Well,Rural,Monsoon,52,High,E. coli Infection
5.85,40.73,3.39,32.49,595.95,79.86,4463.0,14.3,847.0,190.0,0.123,Pond,Rural,Monsoon,56,High,Cryptosporidiosis
6.39,14.92,5.49,27.16,199.04,63.54,973.0,43.55,509.0,47.0,0.895,Well,Coastal,Summer,17,Medium,Hepatitis A
7.09,3.39,9.0,25.52,3.17,52.94,423.0,68.13,19.0,9.0,1.309,Tap,Semi-Urban,Winter,2,Low,No Disease - Water is Safe
6.97,9.58,6.0,21.88,138.23,67.73,2436.0,60.8,298.0,29.0,0.619,River,Semi-Urban,Summer,21,Medium,Giardiasis
9.51,21.75,3.63,33.06,224.43,87.04,3173.0,17.69,1340.0,131.0,0.224,River,Coastal,Monsoon,63,High,Cholera
7.62,11.11,5.98,22.72,169.04,60.86,1165.0,49.04,314.0,66.0,0.805,River,Semi-Urban,Summer,14,Medium,Typhoid
9.47,31.97,4.48,31.06,216.33,76.33,2240.0,18.0,1795.0,133.0,0.118,Pond,Rural,Summer,49,High,Cryptosporidiosis
7.43,15.15,6.38,22.82,151.32,69.33,603.0,42.21,402.0,38.0,0.991,Well,Coastal,Summer,14,Medium,Giardiasis
7.18,1.8,7.43,24.61,25.75,65.57,148.0,71.99,11.0,18.0,2.056,Tap,Urban,Spring,6,Low,No Disease - Water is Safe
7.51,0.33,8.0,20.87,211.94,58.29,531.0,82.6,69.0,5.0,1.934,Lake,Urban,Winter,1,Low,No Disease - Water is Safe
6.84,4.63,8.63,22.12,20.91,51.87,346.0,83.8,63.0,2.0,1.355,Tap,Urban,Spring,5,Low,No Disease - Water is Safe
6.71,9.28,5.29,31.36,178.41,69.62,153.0,57.95,298.0,50.0,0.653,River,Rural,Summer,14,Medium,Giardiasis
4.98,44.35,2.39,33.59,305.88,66.97,14398.0,33.21,2042.0,206.0,0.021,Pond,Hilly,Monsoon,40,High,E. coli Infection
6.83,0.65,8.79,23.48,34.53,44.44,958.0,71.15,59.0,6.0,1.808,Tap,Urban,Spring,8,Low,No Disease - Water is Safe
7.91,15.75,4.82,25.08,135.68,79.82,1910.0,59.41,330.0,24.0,0.474,Lake,Coastal,Summer,22,Medium,Giardiasis
6.96,8.56,9.55,22.43,6.37,57.86,1008.0,73.41,89.0,12.0,1.381,Lake,Urban,Spring,2,Low,No Disease - Water is Safe
7.08,1.8,7.18,16.37,55.45,43.42,171.0,83.55,51.0,6.0,1.537,Groundwater,Semi-Urban,Winter,3,Low,Safe for Consumption
7.52,3.77,8.16,20.69,110.13,35.98,96.0,73.61,10.0,1.0,1.833,Tap,Urban,Winter,3,Low,No Disease - Water is Safe
7.03,4.48,10.37,24.09,0.85,59.17,53.0,83.37,8.0,21.0,1.103,Lake,Semi-Urban,Winter,4,Low,No Disease - Water is Safe
5.78,8.1,5.34,27.04,176.56,71.61,885.0,49.89,510.0,47.0,0.768,River,Rural,Summer,15,Medium,Hepatitis A
5.62,22.48,3.99,35.63,1000.0,76.7,11653.0,34.78,1025.0,198.0,0.167,Well,Rural,Summer,48,High,Cryptosporidiosis
7.86,4.5,8.72,21.96,19.03,57.94,369.0,80.9,80.0,17.0,2.168,Tap,Semi-Urban,Winter,1,Low,No Disease - Water is Safe
7.43,3.38,8.62,20.46,51.29,54.1,272.0,80.35,10.0,4.0,1.719,Tap,Semi-Urban,Spring,2,Low,Safe for Consumption
7.66,6.58,7.51,13.63,13.33,38.39,546.0,79.66,37.0,2.0,1.406,Tap,Urban,Winter,4,Low,Safe for Consumption
7.38,0.01,9.33,29.35,18.12,43.24,230.0,77.63,1.0,1.0,1.83,Tap,Semi-Urban,Spring,1,Low,Safe for Consumption
7.28,0.65,9.15,24.98,50.44,62.54,192.0,74.35,13.0,5.0,0.779,Lake,Urban,Winter,2,Low,Safe for Consumption
7.27,8.47,9.14,26.52,5.12,54.52,302.0,92.22,33.0,31.0,1.525,Groundwater,Urban,Spring,5,Low,No Disease - Water is Safe
5.93,21.75,4.32,30.79,231.03,69.21,1053.0,10.57,1444.0,271.0,0.296,River,Rural,Monsoon,57,High,Cholera
7.64,3.39,6.0,27.52,189.47,89.92,713.0,51.64,509.0,42.0,0.643,Well,Semi-Urban,Spring,17,Medium,Hepatitis A
6.49,1.94,8.73,22.16,39.92,48.09,1225.0,84.31,111.0,20.0,1.346,Tap,Semi-Urban,Winter,4,Low,No Disease - Water is Safe
6.87,0.43,7.94,25.08,33.93,66.23,912.0,77.91,84.0,19.0,1.91,Tap,Urban,Winter,1,Low,Safe for Consumption
7.03,0.79,8.94,23.4,75.89,51.62,881.0,76.52,309.0,2.0,1.636,Groundwater,Urban,Spring,1,Low,Safe for Consumption
6.34,13.71,6.26,29.35,209.27,73.36,83.0,55.22,412.0,42.0,0.574,River,Semi-Urban,Summer,22,Medium,Typhoid
8.14,1.79,8.52,21.44,11.43,46.89,458.0,83.7,20.0,2.0,1.95,Tap,Urban,Winter,0,Low,No Disease - Water is Safe
5.88,16.78,4.63,28.53,170.27,71.0,2417.0,58.48,330.0,31.0,0.257,River,Coastal,Summer,27,Medium,Giardiasis
7.1,6.34,7.68,34.19,117.91,76.6,327.0,55.6,485.0,34.0,0.576,Lake,Coastal,Summer,11,Medium,Typhoid
5.25,31.24,3.03,32.03,274.77,63.66,1529.0,18.67,1552.0,158.0,0.01,Pond,Rural,Monsoon,59,High,Cryptosporidiosis
6.7,12.46,5.66,20.81,113.16,65.19,2847.0,46.12,408.0,24.0,0.411,Lake,Coastal,Spring,15,Medium,Typhoid
6.49,16.39,6.21,27.89,167.03,89.44,160.0,47.84,398.0,42.0,0.725,River,Semi-Urban,Spring,21,Medium,Typhoid
7.85,0.56,8.23,21.21,75.34,49.26,178.0,77.35,91.0,8.0,1.369,Lake,Semi-Urban,Spring,4,Low,Safe for Consumption
6.87,6.55,5.72,21.17,159.39,67.84,1208.0,52.36,417.0,22.0,0.841,Well,Semi-Urban,Summer,15,Medium,Giardiasis
7.39,0.11,8.27,24.04,3.11,74.83,85.0,75.49,37.0,9.0,1.409,Groundwater,Urban,Spring,4,Low,No Disease - Water is Safe
5.68,6.0,7.4,28.99,159.88,75.27,2845.0,67.17,394.0,5.0,0.725,River,Semi-Urban,Spring,17,Medium,Hepatitis A
6.44,5.45,4.98,27.01,116.03,88.57,244.0,51.77,474.0,25.0,0.891,Lake,Semi-Urban,Summer,21,Medium,Typhoid
7.69,14.51,5.26,23.28,125.34,75.71,247.0,49.15,333.0,51.0,0.803,River,Semi-Urban,Spring,16,Medium,Diarrhea
7.52,9.21,5.47,29.49,177.07,68.68,187.0,41.96,313.0,29.0,0.798,Well,Coastal,Spring,10,Medium,Giardiasis
7.45,0.36,8.35,21.27,40.98,63.79,451.0,84.64,241.0,14.0,1.546,Lake,Urban,Spring,2,Low,No Disease - Water is Safe
5.5,20.57,3.74,33.42,611.99,75.16,6397.0,41.1,588.0,161.0,0.244,Well,Rural,Monsoon,62,High,Dysentery
6.7,16.74,8.59,22.52,80.88,48.85,1902.0,87.38,23.0,0.0,0.926,Tap,Urban,Spring,3,Low,No Disease - Water is Safe
5.96,22.64,4.15,37.26,334.46,83.92,2794.0,21.71,1622.0,110.0,0.201,Pond,Rural,Monsoon,45,High,Dysentery
7.3,0.54,8.59,22.62,44.7,62.93,50.0,78.84,102.0,13.0,1.999,Tap,Semi-Urban,Winter,2,Low,No Disease - Water is Safe
6.88,7.68,4.31,26.81,153.5,55.82,2339.0,54.07,441.0,56.0,0.795,Well,Semi-Urban,Summer,27,Medium,Hepatitis A
6.89,5.04,9.45,18.58,51.1,61.54,1055.0,75.87,92.0,4.0,1.303,Lake,Urban,Winter,2,Low,No Disease - Water is Safe
7.17,0.33,8.44,17.09,22.17,56.2,2734.0,82.55,12.0,4.0,1.539,Tap,Semi-Urban,Spring,1,Low,No Disease - Water is Safe
6.74,6.52,5.74,25.14,161.88,61.94,883.0,76.01,608.0,10.0,0.826,Well,Rural,Spring,13,Medium,Typhoid
9.54,25.43,4.45,35.77,259.1,87.74,6352.0,38.42,1117.0,107.0,0.101,Pond,Hilly,Monsoon,58,High,E. coli Infection
9.35,48.77,4.45,34.99,356.85,95.68,1125.0,22.57,1553.0,192.0,0.165,Pond,Coastal,Monsoon,57,High,Dysentery
5.94,24.77,2.65,33.61,666.04,78.03,8768.0,37.03,1806.0,132.0,0.201,Well,Hilly,Monsoon,48,High,Dysentery
5.3,29.39,4.55,33.59,354.8,73.7,5477.0,31.78,2085.0,101.0,0.103,River,Hilly,Monsoon,57,High,Hepatitis E
5.58,78.96,4.79,35.87,309.84,95.08,6953.0,27.41,1711.0,172.0,0.327,Well,Coastal,Summer,66,High,Cryptosporidiosis
6.3,13.93,6.76,27.17,165.66,71.22,153.0,77.21,530.0,31.0,0.474,Well,Rural,Spring,16,Medium,Giardiasis
7.2,0.15,8.03,24.56,13.82,52.69,734.0,78.71,65.0,14.0,1.479,Groundwater,Urban,Spring,4,Low,Safe for Consumption
7.1,6.73,5.79,31.49,197.93,71.23,293.0,80.27,532.0,48.0,0.886,River,Coastal,Summer,14,Medium,Typhoid
6.83,0.82,8.65,19.54,59.08,61.95,849.0,86.6,24.0,4.0,1.761,Tap,Urban,Winter,7,Low,Safe for Consumption
7.06,4.83,7.92,20.36,67.42,36.84,81.0,72.1,29.0,2.0,1.521,Groundwater,Semi-Urban,Spring,3,Low,Safe for Consumption
5.94,58.38,2.83,36.61,210.16,69.58,8404.0,13.23,1543.0,117.0,0.195,Pond,Rural,Summer,51,High,Dysentery
7.18,0.23,7.0,21.4,30.91,59.56,636.0,65.4,332.0,15.0,1.511,Tap,Urban,Winter,1,Low,No Disease - Water is Safe
6.66,10.4,7.53,31.07,140.21,69.29,1916.0,54.63,398.0,67.0,0.858,River,Semi-Urban,Summer,25,Medium,Hepatitis A
7.16,3.23,8.35,22.78,2.29,46.36,333.0,87.27,51.0,1.0,1.502,Tap,Semi-Urban,Winter,2,Low,Safe for Consumption
8.99,96.63,4.3,31.78,230.44,66.14,4773.0,44.63,1809.0,153.0,0.107,Pond,Rural,Monsoon,43,High,E. coli Infection
6.47,14.72,6.67,26.65,156.48,49.89,3037.0,51.43,352.0,25.0,0.508,River,Coastal,Summer,16,Medium,Hepatitis A
7.11,0.16,9.04,22.03,94.46,55.89,69.0,77.13,38.0,0.0,1.512,Tap,Semi-Urban,Winter,5,Low,Safe for Consumption
7.03,2.7,8.67,26.76,55.09,49.16,154.0,83.66,250.0,12.0,1.337,Tap,Urban,Spring,6,Low,No Disease - Water is Safe
7.94,15.17,6.04,23.4,125.93,44.45,152.0,62.75,532.0,25.0,0.726,Lake,Semi-Urban,Summer,13,Medium,Giardiasis
5.7,20.94,3.6,31.42,335.43,69.46,1161.0,17.64,1062.0,218.0,0.237,Pond,Rural,Monsoon,59,High,Cholera
7.04,0.22,8.73,18.56,20.17,54.02,113.0,82.82,112.0,1.0,1.455,Lake,Urban,Spring,1,Low,No Disease - Water is Safe
7.04,1.08,7.66,19.99,7.06,48.73,1428.0,69.38,24.0,7.0,1.784,Tap,Urban,Spring,3,Low,No Disease - Water is Safe
7.05,12.08,5.81,23.86,151.54,65.7,1669.0,52.61,476.0,77.0,0.704,Well,Semi-Urban,Spring,18,Medium,Hepatitis A
9.74,119.1,1.38,30.47,201.94,79.02,3369.0,31.86,1951.0,92.0,0.148,Pond,Hilly,Monsoon,44,High,Hepatitis E
5.51,35.22,4.0,30.98,290.8,71.64,2787.0,38.79,1020.0,160.0,0.121,River,Hilly,Monsoon,49,High,E. coli Infection
7.67,1.74,8.84,22.97,31.27,66.6,94.0,84.32,30.0,5.0,1.659,Tap,Urban,Winter,3,Low,No Disease - Water is Safe
5.91,17.26,5.28,31.12,170.22,46.05,240.0,49.52,355.0,42.0,0.91,Well,Rural,Summer,21,Medium,Diarrhea
7.34,1.0,9.29,20.61,91.76,48.95,715.0,76.22,25.0,10.0,1.487,Lake,Semi-Urban,Winter,3,Low,Safe for Consumption
6.83,0.04,8.86,20.07,48.74,37.48,130.0,79.73,61.0,1.0,1.485,Groundwater,Urban,Spring,2,Low,No Disease - Water is Safe
7.26,6.45,6.35,24.41,71.99,62.01,410.0,42.38,571.0,33.0,0.651,Well,Coastal,Spring,23,Medium,Hepatitis A
9.81,28.7,3.72,36.76,286.21,67.26,1277.0,38.11,1263.0,106.0,0.203,Pond,Rural,Monsoon,50,High,E. coli Infection
7.48,11.35,5.89,32.53,151.25,79.63,1714.0,41.99,511.0,37.0,0.837,Well,Semi-Urban,Spring,19,Medium,Diarrhea
9.04,40.88,3.89,34.2,497.13,81.39,1636.0,23.02,782.0,266.0,0.019,Well,Rural,Monsoon,43,High,Hepatitis E
6.22,8.61,6.24,29.7,204.94,70.84,126.0,45.0,374.0,28.0,0.807,River,Rural,Summer,18,Medium,Typhoid
5.3,73.99,3.56,33.74,694.47,82.92,4187.0,27.38,1385.0,173.0,0.203,Pond,Coastal,Monsoon,46,High,Hepatitis E
8.82,37.67,3.21,34.85,211.25,82.28,6233.0,30.24,1208.0,101.0,0.286,Pond,Hilly,Monsoon,50,High,Dysentery
6.74,9.6,6.11,25.62,221.24,76.16,599.0,68.85,376.0,61.0,0.318,River,Rural,Summer,18,Medium,Giardiasis
7.57,0.86,7.39,23.16,13.46,59.0,322.0,84.0,37.0,24.0,1.766,Groundwater,Urban,Spring,2,Low,Safe for Consumption
7.72,5.66,8.63,18.25,94.26,56.62,512.0,85.91,5.0,1.0,1.862,Tap,Urban,Spring,3,Low,Safe for Consumption
7.54,10.5,8.71,26.76,150.37,84.65,598.0,62.42,541.0,58.0,0.888,Well,Rural,Summer,10,Medium,Giardiasis
6.88,0.7,9.49,18.31,13.25,53.72,715.0,93.16,39.0,12.0,1.985,Groundwater,Semi-Urban,Winter,2,Low,Safe for Consumption
8.55,42.17,2.78,33.48,752.67,77.33,1942.0,25.22,2702.0,162.0,0.147,Pond,Rural,Monsoon,61,High,Cholera
7.16,10.61,5.97,26.47,91.5,73.93,875.0,67.38,198.0,34.0,0.999,River,Rural,Summer,20,Medium,Diarrhea
7.58,1.25,8.97,21.3,73.9,43.03,911.0,74.93,203.0,0.0,1.343,Lake,Semi-Urban,Winter,1,Low,No Disease - Water is Safe
7.44,3.33,7.8,23.93,58.28,51.14,255.0,93.13,19.0,5.0,1.343,Tap,Urban,Spring,4,Low,Safe for Consumption
7.34,1.33,8.48,22.22,52.47,39.89,367.0,64.5,60.0,24.0,1.966,Lake,Urban,Winter,3,Low,No Disease - Water is Safe
6.63,2.06,8.51,17.48,81.67,59.33,247.0,82.58,96.0,2.0,1.613,Tap,Semi-Urban,Winter,2,Low,Safe for Consumption
7.46,0.83,7.94,22.56,32.96,36.39,55.0,71.97,46.0,1.0,1.524,Groundwater,Semi-Urban,Spring,1,Low,Safe for Consumption
4.88,29.44,3.9,32.32,298.24,73.62,7249.0,10.13,2002.0,107.0,0.0,River,Coastal,Summer,49,High,Hepatitis E
6.66,7.79,6.04,31.74,168.45,65.1,2830.0,53.29,253.0,37.0,0.767,Well,Coastal,Summer,18,Medium,Giardiasis
7.08,1.5,7.16,17.05,50.9,60.21,1573.0,75.49,30.0,1.0,1.642,Groundwater,Urban,Spring,3,Low,Safe for Consumption
6.46,5.76,5.36,27.55,104.17,69.67,556.0,67.74,202.0,63.0,1.015,Well,Coastal,Spring,13,Medium,Giardiasis
4.69,33.58,4.29,32.97,596.92,79.86,8059.0,34.41,1477.0,144.0,0.23,Well,Rural,Monsoon,53,High,Hepatitis E
9.25,23.85,4.15,39.56,404.37,75.3,1937.0,38.71,1781.0,113.0,0.148,River,Rural,Summer,46,High,E. coli Infection
5.7,139.08,3.69,33.2,322.36,69.16,1043.0,24.18,1783.0,165.0,0.15,River,Rural,Summer,58,High,Cholera
7.32,1.83,9.87,24.19,49.61,57.3,473.0,65.61,245.0,3.0,0.914,Lake,Semi-Urban,Winter,1,Low,Safe for Consumption
7.66,0.07,7.38,28.09,171.13,42.05,1257.0,80.48,5.0,2.0,0.956,Lake,Semi-Urban,Spring,2,Low,No Disease - Water is Safe
6.78,4.58,7.63,20.53,54.6,68.64,301.0,81.35,61.0,36.0,1.507,Groundwater,Semi-Urban,Spring,3,Low,Safe for Consumption
7.44,2.34,7.76,24.54,10.95,63.36,50.0,85.45,69.0,10.0,1.435,Tap,Semi-Urban,Spring,8,Low,No Disease - Water is Safe
6.98,0.61,7.39,21.6,78.77,56.62,812.0,67.86,136.0,1.0,1.517,Lake,Urban,Spring,2,Low,No Disease - Water is Safe
6.88,0.16,8.63,24.87,19.3,73.06,167.0,92.37,107.0,0.0,2.121,Tap,Semi-Urban,Winter,4,Low,No Disease - Water is Safe
7.65,0.3,8.63,19.11,6.58,55.81,130.0,75.07,136.0,12.0,1.805,Tap,Urban,Winter,1,Low,Safe for Consumption
5.61,43.52,4.3,34.46,338.43,91.32,3022.0,27.99,1235.0,125.0,0.092,River,Hilly,Monsoon,55,High,Cryptosporidiosis
7.4,11.92,5.27,26.18,181.21,55.64,50.0,55.42,524.0,60.0,1.123,River,Rural,Summer,20,Medium,Diarrhea
6.9,2.76,7.63,21.63,26.18,58.26,885.0,86.07,56.0,3.0,1.464,Lake,Semi-Urban,Winter,3,Low,No Disease - Water is Safe
5.5,28.32,3.78,37.61,374.89,75.53,15169.0,35.11,1597.0,226.0,0.021,Pond,Coastal,Monsoon,62,High,E. coli Infection
5.89,63.92,3.99,33.27,418.18,82.14,9741.0,26.44,2056.0,101.0,0.107,River,Hilly,Summer,61,High,Cryptosporidiosis
6.93,0.18,8.73,21.45,96.79,67.68,1041.0,75.31,12.0,5.0,1.229,Tap,Semi-Urban,Winter,5,Low,No Disease - Water is Safe
9.65,41.2,4.1,40.44,306.94,77.45,1682.0,27.45,1942.0,180.0,0.169,Well,Coastal,Monsoon,49,High,Cholera
5.72,55.34,2.34,31.89,326.76,75.53,3159.0,40.48,1094.0,123.0,0.172,Pond,Rural,Monsoon,38,High,Cryptosporidiosis
7.26,0.28,9.32,24.44,47.38,55.89,133.0,89.27,5.0,5.0,1.546,Lake,Semi-Urban,Winter,5,Low,No Disease - Water is Safe
7.44,0.21,7.36,26.99,58.0,51.68,1013.0,82.49,89.0,0.0,1.629,Lake,Urban,Spring,1,Low,Safe for Consumption
9.38,69.48,3.71,31.19,174.54,78.81,5287.0,30.66,1739.0,114.0,0.229,River,Hilly,Summer,50,High,Hepatitis E
7.49,18.43,6.28,28.89,190.33,68.29,2420.0,63.34,444.0,41.0,0.832,Well,Rural,Summer,20,Medium,Giardiasis
7.23,1.06,8.59,24.17,15.85,56.12,814.0,80.38,172.0,6.0,1.246,Tap,Semi-Urban,Spring,9,Low,Safe for Consumption
7.36,1.68,6.77,19.0,38.75,54.1,50.0,92.11,24.0,1.0,1.928,Tap,Urban,Winter,5,Low,No Disease - Water is Safe
7.23,1.84,7.89,27.25,67.75,26.48,515.0,73.37,294.0,2.0,1.474,Groundwater,Urban,Winter,4,Low,Safe for Consumption
5.16,29.01,4.82,32.76,227.38,71.13,4783.0,32.13,1668.0,151.0,0.284,Well,Coastal,Monsoon,41,High,Cholera
7.28,0.81,8.83,20.6,2.43,41.69,221.0,74.11,33.0,1.0,1.498,Groundwater,Urban,Spring,4,Low,No Disease - Water is Safe
8.66,60.43,2.64,33.57,443.34,73.97,2225.0,19.82,2315.0,117.0,0.142,River,Rural,Monsoon,52,High,Dysentery
5.79,98.01,4.21,30.63,949.23,72.47,5012.0,32.59,1085.0,156.0,0.168,Pond,Rural,Monsoon,62,High,Cholera
5.46,27.89,3.36,34.6,372.56,82.83,1611.0,22.79,1817.0,180.0,0.212,Pond,Rural,Monsoon,42,High,Hepatitis E
8.15,43.8,3.22,30.63,225.91,81.61,8668.0,16.66,2105.0,80.0,0.173,Well,Rural,Summer,42,High,Cholera
7.2,4.05,9.33,21.33,106.16,60.72,777.0,78.93,55.0,18.0,1.9,Lake,Semi-Urban,Spring,2,Low,Safe for Consumption
7.4,2.24,9.5,22.92,10.89,54.93,462.0,78.43,57.0,9.0,2.117,Tap,Urban,Winter,5,Low,No Disease - Water is Safe
5.86,18.44,4.23,29.1,157.46,100.0,426.0,41.28,294.0,48.0,0.649,Well,Semi-Urban,Summer,17,Medium,Giardiasis
7.31,3.84,9.45,21.27,53.53,73.83,851.0,71.5,40.0,24.0,1.854,Tap,Urban,Spring,2,Low,Safe for Consumption
5.97,46.17,2.07,33.11,1000.0,63.59,3429.0,19.09,1851.0,97.0,0.289,Pond,Rural,Monsoon,45,High,Cholera
7.33,0.17,7.07,21.28,49.98,52.27,574.0,67.12,37.0,1.0,1.598,Lake,Urban,Spring,6,Low,Safe for Consumption
9.58,36.01,3.39,34.88,421.42,80.97,4826.0,26.99,1441.0,145.0,0.305,Well,Rural,Monsoon,44,High,Hepatitis E
7.47,12.61,5.41,28.51,185.91,44.69,783.0,49.05,363.0,45.0,0.667,River,Semi-Urban,Spring,24,Medium,Typhoid
6.56,12.56,5.44,32.59,155.27,73.86,1686.0,42.29,623.0,31.0,0.609,Lake,Rural,Spring,17,Medium,Typhoid
7.44,5.48,7.56,28.83,10.44,46.48,981.0,73.05,66.0,6.0,1.497,Groundwater,Urban,Winter,2,Low,Safe for Consumption
7.23,0.19,7.34,23.17,67.38,79.54,598.0,94.97,12.0,7.0,1.647,Tap,Semi-Urban,Winter,2,Low,No Disease - Water is Safe
